('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6577990136697419, 'scale': 0.02468588132911425, 'elite_rate': 0.3121946320923225, 'mutation_rate': 0.7816660364111881, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.19734233132240797, 'scale': 0.6870726435207765, 'elite_rate': 0.055380906222114154, 'mutation_rate': 0.7578974485396118, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.7990017924315698, 'scale': 0.9881962404182475, 'elite_rate': 0.6560667619333164, 'mutation_rate': 0.7633501044693629, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.822142586160216, 'scale': 0.5415864194427438, 'elite_rate': 0.7208708932756506, 'mutation_rate': 0.5330267875309869, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.3810121845243756, 'scale': 0.6913384539963894, 'elite_rate': 0.2532684952483223, 'mutation_rate': 0.8902503991703496, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.4413867928554642, 'scale': 0.970789517967806, 'elite_rate': 0.23315748034625805, 'mutation_rate': 0.7717858145946465, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.8543400605422782, 'scale': 0.49452293052282387, 'elite_rate': 0.5014415305191026, 'mutation_rate': 0.7131741402013592, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.12763806446169315, 'scale': 0.779027634944431, 'elite_rate': 0.04217456185894542, 'mutation_rate': 0.19499890829934352, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.7108591943603676, 'scale': 0.7070306003593652, 'elite_rate': 0.6603415354171801, 'mutation_rate': 0.7427851045570327, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.7897919729078258, 'scale': 0.18685275903732787, 'elite_rate': 0.7260662842631547, 'mutation_rate': 0.7020591581061301, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.1866013028853425, 'scale': 0.16148382947241569, 'elite_rate': 0.3660052340883445, 'mutation_rate': 0.41302185678700154, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.4211045822057864, 'scale': 0.48588161472764485, 'elite_rate': 0.13250163536630313, 'mutation_rate': 0.6894563300025033, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.5664717384727372, 'scale': 0.18212092125168192, 'elite_rate': 0.7657324020612267, 'mutation_rate': 0.18704186248202173, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.6237832025654011, 'scale': 0.9782827629875992, 'elite_rate': 0.36825607531843263, 'mutation_rate': 0.45453435470196557, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.6461601347262438, 'scale': 0.7960554031977867, 'elite_rate': 0.3479474359458845, 'mutation_rate': 0.4825115207778047, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.7746717947613381, 'scale': 0.06919458647494907, 'elite_rate': 0.2759138042942253, 'mutation_rate': 0.36945220657270206, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.7995731990536655, 'scale': 0.03526345820301947, 'elite_rate': 0.24764174087548607, 'mutation_rate': 0.24669771442147825, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8327913809057321, 'scale': 0.40252750107052304, 'elite_rate': 0.7572948274410539, 'mutation_rate': 0.720480836324774, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.2181493123704152, 'scale': 0.46786342380883017, 'elite_rate': 0.19069244979632946, 'mutation_rate': 0.1823986214626402, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.6220041189183709, 'scale': 0.9323791263174939, 'elite_rate': 0.2565920910402289, 'mutation_rate': 0.607210199508974, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'blend', 'mating_pool_factor': 0.3692506016433956, 'scale': 0.1460200748654944, 'elite_rate': 0.5035710303611673, 'mutation_rate': 0.5121142821788209, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.19144298919109146, 'scale': 0.0610260256052579, 'elite_rate': 0.8370344152493917, 'mutation_rate': 0.40608795827431543, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.48138842802477066, 'scale': 0.6002513260874334, 'elite_rate': 0.5852298990447807, 'mutation_rate': 0.6523713792381122, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.8805115143134628, 'scale': 0.24621868392554702, 'elite_rate': 0.5329155619998617, 'mutation_rate': 0.5252140194465083, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.5203059422698819, 'scale': 0.01678303139693876, 'elite_rate': 0.11365698520624484, 'mutation_rate': 0.4475367253430188, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.35712715642010817, 'scale': 0.9741693728866607, 'elite_rate': 0.695050833938514, 'mutation_rate': 0.6508419549242381, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.4690444919210597, 'scale': 0.5880960015212796, 'elite_rate': 0.6286625313001134, 'mutation_rate': 0.7647954341315546, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.5408478725331308, 'scale': 0.11913363494783066, 'elite_rate': 0.46729416973476046, 'mutation_rate': 0.7626880217131166, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.25133762619106303, 'scale': 0.6746465039831233, 'elite_rate': 0.3971605356010001, 'mutation_rate': 0.3716092710933123, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.24320710897936088, 'scale': 0.6521200272439616, 'elite_rate': 0.09509176741353448, 'mutation_rate': 0.6211321590414859, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.14702876301548184, 'scale': 0.5544121985787993, 'elite_rate': 0.2997249358976686, 'mutation_rate': 0.58997709715104, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.4660256979137014, 'scale': 0.7248173043018732, 'elite_rate': 0.23443856496985999, 'mutation_rate': 0.5074252229489771, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.38360314768645865, 'scale': 0.8889515480354316, 'elite_rate': 0.30692949400062014, 'mutation_rate': 0.4357085513734217, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.7830388429978783, 'scale': 0.4251742839035065, 'elite_rate': 0.19809967609082468, 'mutation_rate': 0.4949303828846561, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.43576630202687294, 'scale': 0.3677618027991429, 'elite_rate': 0.3963568796091393, 'mutation_rate': 0.30917381294917745, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.47716987477439177, 'scale': 0.9659658317656724, 'elite_rate': 0.8219347280890449, 'mutation_rate': 0.7345474125552143, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.5897313523153973, 'scale': 0.3941404694622176, 'elite_rate': 0.005009894262531597, 'mutation_rate': 0.5149328743247293, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.3082739803785762, 'scale': 0.5396767615585553, 'elite_rate': 0.870076351729683, 'mutation_rate': 0.714616007814095, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.5780860190594702, 'scale': 0.08394233706826212, 'elite_rate': 0.14215358285995378, 'mutation_rate': 0.7400215761733951, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.5949634623674387, 'scale': 0.7026584591975735, 'elite_rate': 0.02712290137617914, 'mutation_rate': 0.42019528135364836, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.6921941637396665, 'scale': 0.26599486971945485, 'elite_rate': 0.37829723537378607, 'mutation_rate': 0.14678392967591986, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.8700824851306235, 'scale': 0.12144604950211664, 'elite_rate': 0.4482624202237605, 'mutation_rate': 0.4723566432781695, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.18983181768163054, 'scale': 0.2962040466984394, 'elite_rate': 0.2425664003838992, 'mutation_rate': 0.8640300187701084, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.32338329737383315, 'scale': 0.5021497832755133, 'elite_rate': 0.7489167227483189, 'mutation_rate': 0.5456873437562079, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.21175431753251123, 'scale': 0.22955048974533304, 'elite_rate': 0.5609666835043046, 'mutation_rate': 0.10581393946433773, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.7514252500674953, 'scale': 0.27700233859304124, 'elite_rate': 0.4041359723455531, 'mutation_rate': 0.6025679910438927, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.620669506786657, 'scale': 0.48347653934058615, 'elite_rate': 0.248713846119227, 'mutation_rate': 0.7746884411617997, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.25865459399782564, 'scale': 0.0933837183607951, 'elite_rate': 0.880193359875059, 'mutation_rate': 0.4450355204153026, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.6143370676121945, 'scale': 0.6683492566881091, 'elite_rate': 0.8548863664011276, 'mutation_rate': 0.5636144118183523, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'single', 'mating_pool_factor': 0.5710504220076997, 'scale': 0.31710143505671545, 'elite_rate': 0.4213792514800998, 'mutation_rate': 0.10129619825463237, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.6664920300720224, 'scale': 0.036340860339062205, 'elite_rate': 0.623460850173796, 'mutation_rate': 0.3599125847366408, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.23063068074431042, 'scale': 0.5295233342954093, 'elite_rate': 0.326640070803037, 'mutation_rate': 0.7120050173827968, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.6685867463891294, 'scale': 0.9041831460274969, 'elite_rate': 0.6972428863445664, 'mutation_rate': 0.321873335462981, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.8529544920929992, 'scale': 0.5277130112911299, 'elite_rate': 0.5574017313258969, 'mutation_rate': 0.15451619594164923, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.6291609457995629, 'scale': 0.5034113413657519, 'elite_rate': 0.40003427969084787, 'mutation_rate': 0.4229106048164808, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.1702318063543285, 'scale': 0.806099184415667, 'elite_rate': 0.0493571768003744, 'mutation_rate': 0.398092129530798, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.7755157474586524, 'scale': 0.03473080667574194, 'elite_rate': 0.21619523547610317, 'mutation_rate': 0.23102686642380638, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'two', 'mating_pool_factor': 0.655450220476225, 'scale': 0.9917560702700989, 'elite_rate': 0.5641826652820106, 'mutation_rate': 0.22394810303637522, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.27207943129540746, 'scale': 0.7527464089616978, 'elite_rate': 0.28992048462352993, 'mutation_rate': 0.8152700900969055, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.5788370770867692, 'scale': 0.38791982663084046, 'elite_rate': 0.8982996893127391, 'mutation_rate': 0.5276943387175006, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.628647470697736, 'scale': 0.012451631973169135, 'elite_rate': 0.14294980271624808, 'mutation_rate': 0.7114387348564276, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.3973039449514544, 'scale': 0.4158120066249889, 'elite_rate': 0.7548941910431537, 'mutation_rate': 0.5303862214245851, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.4860222832242711, 'scale': 0.998353316559573, 'elite_rate': 0.6681523179530402, 'mutation_rate': 0.20897299846575393, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.5625424057061349, 'scale': 0.3575617033612242, 'elite_rate': 0.34579262833835606, 'mutation_rate': 0.320719837728494, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.28765867435831827, 'scale': 0.43218474623107456, 'elite_rate': 0.6009050711253922, 'mutation_rate': 0.20040566184671704, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6524016298770494, 'scale': 0.11686419592248623, 'elite_rate': 0.8366102974265974, 'mutation_rate': 0.6713558414607143, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.6198444843053929, 'scale': 0.8113661252499115, 'elite_rate': 0.3777864467441886, 'mutation_rate': 0.803039490634629, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.4904615588474035, 'scale': 0.12539981731356023, 'elite_rate': 0.09385254481640554, 'mutation_rate': 0.8132902417083087, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.3684931117702589, 'scale': 0.8811721902855685, 'elite_rate': 0.8634856817681973, 'mutation_rate': 0.33601298491236375, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.2011576070716625, 'scale': 0.9977912767204058, 'elite_rate': 0.8381473328691972, 'mutation_rate': 0.21716174139717703, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.362730832881187, 'scale': 0.2876115734387928, 'elite_rate': 0.22058290204860845, 'mutation_rate': 0.5025374447809695, 'distribution': 'levy'}, 'metropolis')
